children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
1,-966.3962217,27,secondary education,1,civil partnership,1,M,employee,0,94435.42403,to have a wedding
0,376614.4384,52,masters degree,0,civil partnership,1,F,retiree,0,373999.8303,buy commercial real estate
1,-216.7863026,42,masters degree,0,married,0,F,partner,0,118906.6912,buy residential real estate
1,-2209.360917,39,secondary education,1,married,0,M,employee,0,157416.7757,transactions with my real estate
0,353726.0822,57,secondary education,1,widow / widower,2,F,retiree,0,108204.4821,to become educated
0,341658.1694,65,secondary education,1,married,0,F,retiree,0,103583.4974,purchase of the house
0,-2296.676167,53,masters degree,0,married,0,M,employee,0,160648.8535,transactions with my real estate
0,-1793.422153,35,masters degree,0,married,0,F,partner,1,198681.1571,purchase of the house for my family
0,-1280.989491,30,secondary education,1,married,0,M,employee,0,129495.2403,housing
1,-4560.887359,39,SECONDARY EDUCATION,1,married,0,M,partner,0,132848.3649,property renovation
1,-654.6143541,33,masters degree,0,married,0,M,employee,0,220374.7981,buying my own car
0,-280.9849943,22,masters degree,0,unmarried,4,M,employee,0,140207.1823,real estate transactions
0,-1005.904985,33,masters degree,0,married,0,M,employee,0,231720.1549,supplementary education
0,-1306.39553,20,secondary education,1,divorced,3,M,employee,0,196348.2623,housing transactions
1,-471.2046692,31,masters degree,0,married,0,F,employee,0,166722.2002,buy real estate
1,-2633.221363,36,secondary education,1,married,0,M,employee,0,120255.2749,housing
2,-2884.672796,42,secondary education,1,married,0,F,employee,0,106602.8144,property renovation
2,-1761.875966,45,secondary education,1,married,0,F,employee,0,102045.7406,buy real estate
0,,41,masters degree,0,unmarried,4,F,employee,0,,buying property for renting out
0,,52,secondary education,1,widow / widower,2,F,employee,0,,second-hand car purchase
0,-1598.101342,39,SECONDARY EDUCATION,1,married,0,F,employee,0,123145.1933,buying property for renting out
0,361489.2391,64,secondary education,1,unmarried,4,F,retiree,0,291969.8522,cars
0,358207.3929,63,secondary education,1,unmarried,4,F,retiree,0,128303.9893,getting an education
0,384995.5012,43,secondary education,1,unmarried,4,M,retiree,1,95013.28247,going to university
0,373802.927,61,secondary education,1,married,0,F,retiree,1,53807.78827,buying a second-hand car
1,-2786.268376,42,secondary education,1,married,0,M,partner,0,305988.5678,to buy a car
0,-582.2648716,46,masters degree,0,unmarried,4,M,partner,0,173126.3756,cars
0,-561.2494209,25,secondary education,1,unmarried,4,M,employee,0,191244.9385,real estate transactions
2,-134.9786897,29,masters degree,0,civil partnership,1,F,employee,0,270381.7886,having a wedding
0,-408.6303285,30,secondary education,1,unmarried,4,M,civil servant,0,129039.2666,property
2,-4978.292764,35,secondary education,1,unmarried,4,M,employee,0,104969.1296,purchase of a car
0,-5475.82293,53,SECONDARY EDUCATION,1,married,0,F,employee,0,132845.2839,buying property for renting out
1,,35,secondary education,1,married,0,M,employee,0,,housing
1,-2576.740862,41,secondary education,1,civil partnership,1,F,employee,0,87199.72711,building a real estate
1,,53,secondary education,1,married,0,F,retiree,0,,education
0,,62,secondary education,1,divorced,3,F,retiree,0,,car purchase
0,398039.4875,48,SECONDARY EDUCATION,1,married,0,M,retiree,0,94289.63892,supplementary education
1,-1059.143755,29,MASTERS DEGREE,0,married,0,M,civil servant,0,108089.6028,real estate transactions
0,-681.6059978,29,masters degree,0,married,0,F,employee,0,36377.33738,profile education
0,-402.9747675,22,SECONDARY EDUCATION,1,unmarried,4,M,employee,1,397168.8165,to own a car
0,-1071.390038,24,masters degree,0,unmarried,4,F,employee,0,79597.80272,property renovation
1,-3310.326411,30,secondary education,1,unmarried,4,M,employee,0,97784.25213,purchase of the house for my family
0,-946.3235447,55,secondary education,1,married,0,F,employee,0,177062.9276,going to university
0,-825.644363,28,secondary education,1,civil partnership,1,M,employee,0,146125.1468,to buy a car
0,-2321.689312,23,bachelor degree,2,unmarried,4,F,partner,0,123430.1278,buying a second-hand car
0,-2792.710442,47,MASTERS DEGREE,0,married,0,F,partner,1,165433.9811,transactions with my real estate
1,-1198.181228,29,secondary education,1,divorced,3,F,employee,0,153247.6611,building a real estate
0,-1361.490247,62,secondary education,1,unmarried,4,M,employee,0,122157.5825,property renovation
0,-3262.16033,50,secondary education,1,civil partnership,1,F,employee,0,88882.54887,real estate transactions
0,-2735.379447,30,secondary education,1,civil partnership,1,M,civil servant,1,108705.1322,to become educated
0,-3298.96798,51,masters degree,0,unmarried,4,F,partner,0,339311.7179,transactions with my real estate
2,-1295.9329,33,secondary education,1,married,0,F,employee,0,143501.7309,supplementary education
0,383496.5617,56,secondary education,1,married,0,F,retiree,0,85245.94361,purchase of my own house
0,-3281.859351,27,secondary education,1,unmarried,4,M,employee,0,256039.4214,cars
-1,370215.4762,48,secondary education,1,widow / widower,2,F,retiree,0,36052.44743,education
1,-8373.625208,43,secondary education,1,married,0,M,employee,0,137419.6868,buying a second-hand car
0,-849.7642266,37,secondary education,1,unmarried,4,M,employee,0,134813.7408,property
0,-874.7886717,25,masters degree,0,married,0,F,employee,0,263853.5157,purchase of the house
1,-9471.319776,45,SECONDARY EDUCATION,1,divorced,3,M,employee,0,304689.5573,property
0,-1430.456811,32,masters degree,0,civil partnership,1,F,civil servant,0,105020.8414,buying property for renting out
1,,40,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding
1,-936.3541913,48,secondary education,1,married,0,M,employee,0,85530.43876,buy real estate
0,382730.8591,72,secondary education,1,unmarried,4,F,retiree,0,49805.29831,property renovation
0,-580.9279458,31,bachelor degree,2,unmarried,4,M,employee,0,122217.2877,property renovation
2,-1679.640737,36,secondary education,1,civil partnership,1,F,employee,0,84870.45748,buying my own car
1,-1304.965266,44,secondary education,1,married,0,M,employee,0,83241.06254,transactions with the residential real estate
0,,41,masters degree,0,civil partnership,1,F,employee,0,,getting higher education
0,-2063.939869,51,masters degree,0,unmarried,4,F,partner,0,177265.22,purchase of my own house
0,334599.9816,62,secondary education,1,married,0,M,retiree,0,108645.1303,car purchase
1,-1216.233315,25,masters degree,0,civil partnership,1,F,civil servant,0,80208.26823,having a wedding
0,-3926.288549,54,secondary education,1,civil partnership,1,M,partner,0,190746.2539,wedding ceremony
0,-3714.775894,57,secondary education,1,married,0,F,partner,0,352411.9905,building a real estate
0,-7794.181542,49,secondary education,1,married,0,F,partner,0,98783.34862,car purchase
2,-1476.702507,34,secondary education,1,married,0,M,employee,0,65507.07534,buy real estate
2,-249.5279062,35,masters degree,0,married,0,F,civil servant,0,108634.5303,building a property
0,352239.7998,73,secondary education,1,married,0,F,retiree,0,119190.4879,purchase of the house
2,-1653.972845,0,secondary education,1,married,0,F,employee,0,181510.8689,housing
0,-172.9022341,50,Secondary Education,1,married,0,M,employee,0,125423.5515,buy residential real estate
0,344133.5615,58,secondary education,1,married,0,F,retiree,0,138290.1877,property
1,-3926.616124,29,secondary education,1,married,0,F,employee,0,76599.58266,purchase of a car
0,,0,masters degree,0,civil partnership,1,F,retiree,0,,wedding ceremony
0,-903.4687428,33,Secondary Education,1,married,0,F,partner,0,193492.0837,building a property
0,363362.0551,59,secondary education,1,married,0,F,retiree,0,89117.90105,buying a second-hand car
0,378136.4991,62,masters degree,0,married,0,F,retiree,0,216589.2086,property
0,,33,secondary education,1,married,0,F,employee,0,,construction of own property
1,,41,secondary education,1,married,0,F,partner,0,,construction of own property
0,,24,secondary education,1,unmarried,4,F,employee,0,,buying my own car
0,364246.542,53,secondary education,1,married,0,F,retiree,0,98114.34226,buy commercial real estate
0,385046.0946,69,secondary education,1,married,0,F,retiree,0,88872.90748,transactions with my real estate
2,-680.0688945,31,secondary education,1,married,0,M,employee,0,376879.0989,second-hand car purchase
0,-428.0334815,32,masters degree,0,civil partnership,1,M,employee,0,312283.7373,second-hand car purchase
1,-2541.252295,40,secondary education,1,married,0,F,employee,0,157138.1835,buy residential real estate
0,353371.6532,58,secondary education,1,married,0,M,retiree,0,70175.87269,property renovation
0,-2054.15435,34,masters degree,0,unmarried,4,M,partner,0,264694.0882,purchase of the house for my family
0,-1215.753298,51,secondary education,1,married,0,F,partner,0,111091.7848,university education
0,-877.8384019,33,secondary education,1,married,0,F,employee,0,50840.13071,getting an education
1,-6128.370611,45,secondary education,1,married,0,F,employee,0,97576.579,second-hand car purchase
20,-8545.567551,46,secondary education,1,civil partnership,1,F,employee,0,145733.0083,to have a wedding
0,329930.1207,62,secondary education,1,married,0,F,retiree,0,79437.22106,transactions with the residential real estate
0,350844.6413,58,masters degree,0,married,0,F,retiree,0,120017.2065,to become educated
1,,36,masters degree,0,married,0,F,employee,0,,real estate transactions
0,-3236.712208,67,bachelor degree,2,married,0,F,employee,0,241202.3631,buy residential real estate
0,-1940.704064,25,masters degree,0,unmarried,4,F,civil servant,0,441535.0372,transactions with my real estate
0,395646.1602,69,secondary education,1,divorced,3,F,retiree,0,54276.44212,cars
0,359555.2633,54,secondary education,1,married,0,F,retiree,0,97721.80338,housing
0,-11849.1169,52,masters degree,0,married,0,F,employee,0,190521.6358,purchase of the house
2,-3173.437878,29,secondary education,1,married,0,M,employee,0,79874.03695,purchase of my own house
1,-1600.234154,34,primary education,3,civil partnership,1,F,employee,0,145389.6495,wedding ceremony
1,-2595.048916,32,secondary education,1,married,0,M,partner,1,88513.49286,to buy a car
0,-941.0075888,58,secondary education,1,married,0,F,employee,0,82460.38685,building a property
2,-740.4827184,31,secondary education,1,married,0,M,partner,0,72519.07707,cars
0,-263.986709,23,secondary education,1,civil partnership,1,M,employee,0,157361.7291,wedding ceremony
0,-4009.237945,38,masters degree,0,married,0,F,partner,0,151302.5616,buying property for renting out
0,-8439.316261,38,secondary education,1,married,0,F,employee,0,217313.5019,purchase of the house
1,-640.7697623,34,masters degree,0,married,0,M,employee,0,187142.4853,purchase of my own house
0,-1042.595385,64,masters degree,0,married,0,M,partner,0,169459.8952,real estate transactions
0,-988.3751658,35,bachelor degree,2,divorced,3,M,employee,0,105593.5257,to get asupplementary education
1,-4172.204302,34,masters degree,0,married,0,F,employee,0,172746.693,property renovation
0,-1388.814094,23,bachelor degree,2,unmarried,4,M,employee,0,142487.9483,getting an education
1,-2713.116955,36,secondary education,1,civil partnership,1,F,partner,0,149610.4327,having a wedding
0,-345.1813079,22,masters degree,0,married,0,F,partner,0,191662.3675,property renovation
0,,43,SECONDARY EDUCATION,1,civil partnership,1,M,employee,1,,having a wedding
0,-2037.564184,25,secondary education,1,married,0,M,partner,0,123594.2823,property renovation
0,378571.4304,62,masters degree,0,married,0,F,retiree,0,187851.549,building a real estate
0,-1581.633497,34,secondary education,1,civil partnership,1,F,employee,1,314576.3334,to become educated
0,-363.4039038,22,secondary education,1,unmarried,4,M,employee,0,185824.9543,purchase of the house
0,394938.2367,53,SECONDARY EDUCATION,1,married,0,F,retiree,0,276389.7362,going to university
0,-1012.585465,28,secondary education,1,married,0,M,employee,0,72220.80283,car purchase
0,-343.5962336,28,MASTERS DEGREE,0,civil partnership,1,F,employee,0,104661.2168,property
0,344514.0993,70,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,0,157539.4992,cars
1,,26,bachelor degree,2,unmarried,4,M,employee,0,,going to university
1,-1508.642573,36,SECONDARY EDUCATION,1,divorced,3,F,employee,0,79957.57359,going to university
0,-3477.593948,39,secondary education,1,civil partnership,1,F,partner,0,152677.91,building a real estate
0,-1229.787078,22,secondary education,1,unmarried,4,F,employee,0,165712.4917,car purchase
0,-723.9914024,28,secondary education,1,married,0,M,employee,0,299472.3711,buy real estate
0,339325.8329,59,secondary education,1,married,0,M,retiree,0,138649.7931,transactions with my real estate
1,-3038.531742,55,Masters Degree,0,unmarried,4,F,employee,0,408753.8402,buy residential real estate
1,-2103.35544,26,Secondary Education,1,unmarried,4,M,civil servant,0,153711.8872,buying property for renting out
0,-2869.152859,50,masters degree,0,married,0,F,employee,0,254769.67,buying my own car
0,367065.2471,59,secondary education,1,married,0,F,retiree,0,169998.4457,getting an education
0,-2235.163052,55,SECONDARY EDUCATION,1,married,0,M,employee,0,121760.6379,education
